date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:17:06	12454/12454	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:04%20GMT	https://altoromutual.com/index.jsp?content=privacy.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index97c5.html	(from https://altoromutual.com/)
14:17:07	6821/6821	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Oct%202024%2008:47:05%20GMT	https://altoromutual.com/default.jsp?content=security.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/default.22aea6.delayed	(from https://altoromutual.com/)
14:17:08	10441/10441	---M--	200	added ('OK')	image/jpeg	etag:W/%2210441-1699535696000%22	https://altoromutual.com/images/home3.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/home3.jpg	(from https://altoromutual.com/)
14:17:10	7000/7000	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:09%20GMT	https://altoromutual.com/survey_questions.jsp	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/survey_questions.html	(from https://altoromutual.com/)
14:17:11	11167/11167	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:10%20GMT	https://altoromutual.com/index.jsp?content=security.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/indexaea6.html	(from https://altoromutual.com/)
14:17:12	9859/9859	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:11%20GMT	https://altoromutual.com/status_check.jsp	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/status_check.html	(from https://altoromutual.com/)
14:17:13	1427/1427	---M--	200	added ('OK')	text/html	etag:W/%221427-1699535696000%22	https://altoromutual.com/swagger/index.html	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/swagger/index.html	(from https://altoromutual.com/)
14:17:14	2010/2010	---M--	200	added ('OK')	text/html	etag:W/%222010-1699535696000%22	https://altoromutual.com/disclaimer.htm?url=http://www.netscape.com	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/disclaimer93a8.html	(from https://altoromutual.com/index.jsp?content=inside_contact.htm)
14:17:15	2010/2010	---M--	200	added ('OK')	text/html	etag:W/%222010-1699535696000%22	https://altoromutual.com/disclaimer.htm?url=http://www.microsoft.com	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/disclaimer2900.html	(from https://altoromutual.com/index.jsp?content=inside_contact.htm)
14:17:16	2484/2484	---M--	200	added ('OK')	application/x-shockwave-flash	etag:W/%222484-1699535696000%22	https://altoromutual.com/subscribe.swf	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/subscribe.swf	(from https://altoromutual.com/index.jsp?content=inside_contact.htm)
14:17:17	6573/6573	---M--	200	added ('OK')	image/jpeg	etag:W/%226573-1699535696000%22	https://altoromutual.com/images/inside6.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/inside6.jpg	(from https://altoromutual.com/index.jsp?content=inside_contact.htm)
14:17:19	6821/6821	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Oct%202024%2008:47:18%20GMT	https://altoromutual.com/comments.txt	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/comments.2c.delayed	(from https://altoromutual.com/feedback.jsp)
14:17:20	8193/8193	---M--	200	added ('OK')	image/jpeg	etag:W/%228193-1699535696000%22	https://altoromutual.com/images/p_main.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/p_main.jpg	(from https://altoromutual.com/index.jsp?content=personal.htm)
14:17:21	8219/8219	---M--	200	added ('OK')	image/jpeg	etag:W/%228219-1699535696000%22	https://altoromutual.com/images/b_main.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/b_main.jpg	(from https://altoromutual.com/index.jsp?content=business.htm)
14:17:22	7730/7730	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:21%20GMT	https://altoromutual.com/index.jsp?content=inside_community.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index8fcf.html	(from https://altoromutual.com/index.jsp?content=inside.htm)
14:17:24	63887/63887	---M--	200	added ('OK')	application/pdf	etag:W/%2263887-1699535696000%22	https://altoromutual.com/pr/communityannualreport.pdf	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/pr/communityannualreport.pdf	(from https://altoromutual.com/index.jsp?content=inside.htm)
14:17:25	3697/3697	---M--	200	added ('OK')	image/jpeg	etag:W/%223697-1699535696000%22	https://altoromutual.com/images/inside1.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/inside1.jpg	(from https://altoromutual.com/index.jsp?content=inside.htm)
14:17:26	7170/7170	---M--	200	added ('OK')	image/jpeg	etag:W/%227170-1699535696000%22	https://altoromutual.com/images/p_deposit.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/p_deposit.jpg	(from https://altoromutual.com/index.jsp?content=personal_deposit.htm)
14:17:27	8254/8254	---M--	200	added ('OK')	image/jpeg	etag:W/%228254-1699535696000%22	https://altoromutual.com/images/p_checking.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/p_checking.jpg	(from https://altoromutual.com/index.jsp?content=personal_checking.htm)
14:17:28	7740/7740	---M--	200	added ('OK')	image/jpeg	etag:W/%227740-1699535696000%22	https://altoromutual.com/images/p_loans.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/p_loans.jpg	(from https://altoromutual.com/index.jsp?content=personal_loans.htm)
14:17:29	9899/9899	---M--	200	added ('OK')	image/jpeg	etag:W/%229899-1699535696000%22	https://altoromutual.com/images/p_cards.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/p_cards.jpg	(from https://altoromutual.com/index.jsp?content=personal_cards.htm)
14:17:30	10631/10631	---M--	200	added ('OK')	image/jpeg	etag:W/%2210631-1699535696000%22	https://altoromutual.com/images/p_investments.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/p_investments.jpg	(from https://altoromutual.com/index.jsp?content=personal_investments.htm)
14:17:32	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2026%20Oct%202024%2008:47:31%20GMT	https://altoromutual.com/admin/clients.xls	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/admin/clients.38.delayed	(from https://altoromutual.com/index.jsp?content=personal_other.htm)
14:17:33	9095/9095	---M--	200	added ('OK')	image/jpeg	etag:W/%229095-1699535696000%22	https://altoromutual.com/images/p_other.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/p_other.jpg	(from https://altoromutual.com/index.jsp?content=personal_other.htm)
14:17:34	7519/7519	---M--	200	added ('OK')	text/html	etag:W/%227519-1699535696000%22	https://altoromutual.com/high_yield_investments.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/high_yield_investments.html	(from https://altoromutual.com/index.jsp?content=business_deposit.htm)
14:17:35	6734/6734	---M--	200	added ('OK')	image/jpeg	etag:W/%226734-1699535696000%22	https://altoromutual.com/images/b_deposit.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/b_deposit.jpg	(from https://altoromutual.com/index.jsp?content=business_deposit.htm)
14:17:37	8481/8481	---M--	200	added ('OK')	image/jpeg	etag:W/%228481-1699535696000%22	https://altoromutual.com/images/b_lending.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/b_lending.jpg	(from https://altoromutual.com/index.jsp?content=business_lending.htm)
14:17:38	7235/7235	---M--	200	added ('OK')	image/jpeg	etag:W/%227235-1699535696000%22	https://altoromutual.com/images/b_cards.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/b_cards.jpg	(from https://altoromutual.com/index.jsp?content=business_cards.htm)
14:17:39	6821/6821	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Oct%202024%2008:47:38%20GMT	https://altoromutual.com/my%20documents/JohnSmith/Bank%20Site%20Documents/grouplife.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/my%20documents/JohnSmith/Bank%20Site%20Documents/grouplife.3e.delayed	(from https://altoromutual.com/index.jsp?content=business_insurance.htm)
14:17:40	9195/9195	---M--	200	added ('OK')	image/jpeg	etag:W/%229195-1699535696000%22	https://altoromutual.com/images/b_insurance.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/b_insurance.jpg	(from https://altoromutual.com/index.jsp?content=business_insurance.htm)
14:17:41	1081/1081	---M--	200	added ('OK')	text/html	etag:W/%221081-1699535696000%22	https://altoromutual.com/retirement.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/retirement.html	(from https://altoromutual.com/index.jsp?content=business_retirement.htm)
14:17:42	5701/5701	---M--	200	added ('OK')	image/jpeg	etag:W/%225701-1699535696000%22	https://altoromutual.com/images/b_other.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/b_other.jpg	(from https://altoromutual.com/index.jsp?content=business_other.htm)
14:17:44	10107/10107	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:42%20GMT	https://altoromutual.com/index.jsp?content=inside_executives.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/indexbae8.html	(from https://altoromutual.com/index.jsp?content=inside_about.htm)
14:17:45	6821/6821	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Oct%202024%2008:47:44%20GMT	https://altoromutual.com/inside_points_of_interest.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/inside_points_of_interest.43.delayed	(from https://altoromutual.com/index.jsp?content=inside_about.htm)
14:17:46	4869/4869	---M--	200	added ('OK')	image/jpeg	etag:W/%224869-1699535696000%22	https://altoromutual.com/images/inside5.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/inside5.jpg	(from https://altoromutual.com/index.jsp?content=inside_about.htm)
14:17:47	7858/7858	---M--	200	added ('OK')	image/jpeg	etag:W/%227858-1699535696000%22	https://altoromutual.com/images/inside3.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/inside3.jpg	(from https://altoromutual.com/index.jsp?content=inside_investor.htm)
14:17:48	7503/7503	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:47%20GMT	https://altoromutual.com/index.jsp?content=pr/20061109.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index2a12.html	(from https://altoromutual.com/index.jsp?content=inside_press.htm)
14:17:49	7221/7221	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:48%20GMT	https://altoromutual.com/index.jsp?content=pr/20061005.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/indexac2e.html	(from https://altoromutual.com/index.jsp?content=inside_press.htm)
14:17:51	7159/7159	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:49%20GMT	https://altoromutual.com/index.jsp?content=pr/20060928.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index59f5.html	(from https://altoromutual.com/index.jsp?content=inside_press.htm)
14:17:52	7179/7179	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:50%20GMT	https://altoromutual.com/index.jsp?content=pr/20060921.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index49df.html	(from https://altoromutual.com/index.jsp?content=inside_press.htm)
14:17:53	7275/7275	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:52%20GMT	https://altoromutual.com/index.jsp?content=pr/20060817.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/indexc193.html	(from https://altoromutual.com/index.jsp?content=inside_press.htm)
14:17:54	7504/7504	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:53%20GMT	https://altoromutual.com/index.jsp?content=pr/20060720.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index14e5.html	(from https://altoromutual.com/index.jsp?content=inside_press.htm)
14:17:55	7090/7090	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:54%20GMT	https://altoromutual.com/index.jsp?content=pr/20060518.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index61b9.html	(from https://altoromutual.com/index.jsp?content=inside_press.htm)
14:17:57	7502/7502	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:55%20GMT	https://altoromutual.com/index.jsp?content=pr/20060413.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index0b4d.html	(from https://altoromutual.com/index.jsp?content=inside_press.htm)
14:17:58	8868/8868	---M--	200	added ('OK')	image/jpeg	etag:W/%228868-1699535696000%22	https://altoromutual.com/images/inside7.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/inside7.jpg	(from https://altoromutual.com/index.jsp?content=inside_press.htm)
14:17:59	10517/10517	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:57%20GMT	https://altoromutual.com/index.jsp?content=inside_jobs.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index6c68.html	(from https://altoromutual.com/index.jsp?content=inside_careers.htm)
14:18:00	8441/8441	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:47:58%20GMT	https://altoromutual.com/index.jsp?content=inside_benefits.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index58e2.html	(from https://altoromutual.com/index.jsp?content=inside_careers.htm)
14:18:01	7489/7489	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:48:00%20GMT	https://altoromutual.com/index.jsp?content=inside_internships.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index6c8b.html	(from https://altoromutual.com/index.jsp?content=inside_careers.htm)
14:18:02	8421/8421	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:48:01%20GMT	https://altoromutual.com/index.jsp?content=inside_trainee.htm	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/index1cb5.html	(from https://altoromutual.com/index.jsp?content=inside_careers.htm)
14:18:03	6821/6821	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Oct%202024%2008:48:02%20GMT	https://altoromutual.com/Privacypolicy.jsp?sec=Careers&template=US	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/Privacypolicy.533e7c.delayed	(from https://altoromutual.com/index.jsp?content=inside_careers.htm)
14:18:05	5477/5477	---M--	200	added ('OK')	image/jpeg	etag:W/%225477-1699535696000%22	https://altoromutual.com/images/inside4.jpg	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/inside4.jpg	(from https://altoromutual.com/index.jsp?content=inside_careers.htm)
14:18:06	7365/7365	---MC-	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:48:05%20GMT	https://altoromutual.com/survey_questions.jsp?step=a	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/survey_questions79e8.html	(from https://altoromutual.com/survey_questions.jsp)
14:18:07	6821/6821	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Oct%202024%2008:48:06%20GMT	https://altoromutual.com/images/icon_top.gif	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/icon_top.56.delayed	(from https://altoromutual.com/index.jsp?content=security.htm)
14:18:08	6821/6821	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Oct%202024%2008:48:07%20GMT	https://altoromutual.com/GET	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/GET.57.delayed	(from https://altoromutual.com/status_check.jsp)
14:18:09	42/42	---M--	200	added ('OK')	text/html	date:Sat,%2026%20Oct%202024%2008:48:08%20GMT	https://altoromutual.com/util/serverStatusCheckService.jsp?HostName=	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/util/serverStatusCheckServicee022.html	(from https://altoromutual.com/status_check.jsp)
14:18:11	153554/153554	---M--	200	added ('OK')	text/css	etag:W/%22153554-1699535696000%22	https://altoromutual.com/swagger/swagger-ui.css	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/swagger/swagger-ui.css	(from https://altoromutual.com/swagger/index.html)
14:18:11	1141/1141	---M--	200	added ('OK')	image/png	etag:W/%221141-1699535696000%22	https://altoromutual.com/swagger/favicon-32x32.png	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/swagger/favicon-32x32.png	(from https://altoromutual.com/swagger/index.html)
14:18:13	445/445	---M--	200	added ('OK')	image/png	etag:W/%22445-1699535696000%22	https://altoromutual.com/swagger/favicon-16x16.png	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/swagger/favicon-16x16.png	(from https://altoromutual.com/swagger/index.html)
14:18:16	2598/2598	---M--	200	added ('OK')	image/gif	etag:W/%222598-1699535696000%22	https://altoromutual.com/images/ok.gif	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/images/ok.gif	(from https://altoromutual.com/disclaimer.htm?url=http://www.netscape.com)
14:18:16	305717/305717	---M--	200	added ('OK')	application/javascript	etag:W/%22305717-1699535696000%22	https://altoromutual.com/swagger/swagger-ui-standalone-preset.js	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/swagger/swagger-ui-standalone-preset.js	(from https://altoromutual.com/swagger/index.html)
14:18:17	939110/939110	---M--	200	added ('OK')	application/javascript	etag:W/%22939110-1699535696000%22	https://altoromutual.com/swagger/swagger-ui-bundle.js	C:/Users/Amit%20Kumar/Desktop/hack/new/altoromutual.com/swagger/swagger-ui-bundle.js	(from https://altoromutual.com/swagger/index.html)
